年月,地區,食品餐飲類未達50萬(筆數),食品餐飲類未達50萬(金額，新台幣),衣著飾品類未達50萬(筆數),衣著飾品類未達50萬(金額，新台幣),旅館住宿類未達50萬(筆數),旅館住宿類未達50萬(金額，新台幣),交通類未達50萬(筆數),交通類未達50萬(金額，新台幣),文教康樂類未達50萬(筆數),文教康樂類未達50萬(金額，新台幣),百貨類未達50萬(筆數),百貨類未達50萬(金額，新台幣),其他類未達50萬(筆數),其他類未達50萬(金額，新台幣),食品餐飲類50萬(含)-75萬(筆數),食品餐飲類50萬(含)-75萬(金額，新台幣),衣著飾品類50萬(含)-75萬(筆數),衣著飾品類50萬(含)-75萬(金額，新台幣),旅館住宿類50萬(含)-75萬(筆數),旅館住宿類50萬(含)-75萬(金額，新台幣),交通類50萬(含)-75萬(筆數),交通類50萬(含)-75萬(金額，新台幣),文教康樂類50萬(含)-75萬(筆數),文教康樂類50萬(含)-75萬(金額，新台幣),百貨類50萬(含)-75萬(筆數),百貨類50萬(含)-75萬(金額，新台幣),其他類50萬(含)-75萬(筆數),其他類50萬(含)-75萬(金額，新台幣),食品餐飲類75萬(含)-100萬(筆數),食品餐飲類75萬(含)-100萬(金額，新台幣),衣著飾品類75萬(含)-100萬(筆數),衣著飾品類75萬(含)-100萬(金額，新台幣),旅館住宿類75萬(含)-100萬(筆數),旅館住宿類75萬(含)-100萬(金額，新台幣),交通類75萬(含)-100萬(筆數),交通類75萬(含)-100萬(金額，新台幣),文教康樂類75萬(含)-100萬(筆數),文教康樂類75萬(含)-100萬(金額，新台幣),百貨類75萬(含)-100萬(筆數),百貨類75萬(含)-100萬(金額，新台幣),其他類75萬(含)-100萬(筆數),其他類75萬(含)-100萬(金額，新台幣),食品餐飲類100萬(含)-125萬(筆數),食品餐飲類100萬(含)-125萬(金額，新台幣),衣著飾品類100萬(含)-125萬(筆數),衣著飾品類100萬(含)-125萬(金額，新台幣),旅館住宿類100萬(含)-125萬(筆數),旅館住宿類100萬(含)-125萬(金額，新台幣),交通類100萬(含)-125萬(筆數),交通類100萬(含)-125萬(金額，新台幣),文教康樂類100萬(含)-125萬(筆數),文教康樂類100萬(含)-125萬(金額，新台幣),百貨類100萬(含)-125萬(筆數),百貨類100萬(含)-125萬(金額，新台幣),其他類100萬(含)-125萬(筆數),其他類100萬(含)-125萬(金額，新台幣),食品餐飲類125萬(含)-150萬(筆數),食品餐飲類125萬(含)-150萬(金額，新台幣),衣著飾品類125萬(含)-150萬(筆數),衣著飾品類125萬(含)-150萬(金額，新台幣),旅館住宿類125萬(含)-150萬(筆數),旅館住宿類125萬(含)-150萬(金額，新台幣),交通類125萬(含)-150萬(筆數),交通類125萬(含)-150萬(金額，新台幣),文教康樂類125萬(含)-150萬(筆數),文教康樂類125萬(含)-150萬(金額，新台幣),百貨類125萬(含)-150萬(筆數),百貨類125萬(含)-150萬(金額，新台幣),其他類125萬(含)-150萬(筆數),其他類125萬(含)-150萬(金額，新台幣),食品餐飲類150萬(含)-175萬(筆數),食品餐飲類150萬(含)-175萬(金額，新台幣),衣著飾品類150萬(含)-175萬(筆數),衣著飾品類150萬(含)-175萬(金額，新台幣),旅館住宿類150萬(含)-175萬(筆數),旅館住宿類150萬(含)-175萬(金額，新台幣),交通類150萬(含)-175萬(筆數),交通類150萬(含)-175萬(金額，新台幣),文教康樂類150萬(含)-175萬(筆數),文教康樂類150萬(含)-175萬(金額，新台幣),百貨類150萬(含)-175萬(筆數),百貨類150萬(含)-175萬(金額，新台幣),其他類150萬(含)-175萬(筆數),其他類150萬(含)-175萬(金額，新台幣),食品餐飲類175萬(含)-200萬(筆數),食品餐飲類175萬(含)-200萬(金額，新台幣),衣著飾品類175萬(含)-200萬(筆數),衣著飾品類175萬(含)-200萬(金額，新台幣),旅館住宿類175萬(含)-200萬(筆數),旅館住宿類175萬(含)-200萬(金額，新台幣),交通類175萬(含)-200萬(筆數),交通類175萬(含)-200萬(金額，新台幣),文教康樂類175萬(含)-200萬(筆數),文教康樂類175萬(含)-200萬(金額，新台幣),百貨類175萬(含)-200萬(筆數),百貨類175萬(含)-200萬(金額，新台幣),其他類175萬(含)-200萬(筆數),其他類175萬(含)-200萬(金額，新台幣),食品餐飲類200萬(含)以上(筆數),食品餐飲類200萬(含)以上(金額，新台幣),衣著飾品類200萬(含)以上(筆數),衣著飾品類200萬(含)以上(金額，新台幣),旅館住宿類200萬(含)以上(筆數),旅館住宿類200萬(含)以上(金額，新台幣),交通類200萬(含)以上(筆數),交通類200萬(含)以上(金額，新台幣),文教康樂類200萬(含)以上(筆數),文教康樂類200萬(含)以上(金額，新台幣),百貨類200萬(含)以上(筆數),百貨類200萬(含)以上(金額，新台幣),其他類200萬(含)以上(筆數),其他類200萬(含)以上(金額，新台幣)
105年12月,基隆市,46952,57730575,16202,43564777,5182,26249057,31302,25047715,8700,25196765,4321,8895526,23702,87129933,21796,27842454,7129,20143296,2720,13839189,18469,15475145,4309,13655028,1930,4135194,12042,47172316,7849,10447752,2272,6860531,1123,5792489,6927,6241588,1578,5046742,647,1448897,4235,19942013,3937,5516982,1093,3704200,660,3708424,3667,3375116,757,2923342,392,1007598,2167,10437160,1730,2533099,426,1354124,244,1194860,4144,3450947,256,992151,147,285957,787,4346504,774,1201547,274,1361481,164,796826,576,558972,167,1111696,125,278781,468,2374096,443,696640,127,433836,91,648595,348,356922,91,256857,52,153841,238,944562,1458,2574200,446,1877127,312,2326589,1290,1359226,324,3028408,193,524584,977,6651545
106年01月,基隆市,53522,82557536,18130,49867000,5626,31778170,29637,23786055,8237,24755911,3987,13147221,22372,78298402,25030,39336494,7959,23115525,2940,16267765,17778,14759381,4029,12010286,1797,4022314,11172,40238955,8819,14349448,2521,7719963,1125,6248763,6517,6061355,1392,5025852,568,1320546,3954,16791599,4551,7691312,1177,3797581,669,4230301,3327,3306089,722,2876388,307,826405,2017,10539224,1943,3171187,479,1343187,276,1662436,4018,3308155,255,745373,132,297103,772,3472747,1009,1774065,261,1036187,159,762829,555,614987,148,634128,82,143090,423,2129638,496,1064053,144,444349,113,820575,288,285884,84,419604,33,124932,232,876159,1785,4486778,555,2197570,375,2782239,1255,1309121,313,1782078,137,428189,907,5806115
106年02月,基隆市,39017,47155051,12322,30922685,4959,25686113,25191,20513498,7585,19965679,3711,7652621,20499,66962543,18531,23393654,5327,14049204,2543,12183878,15537,12956560,3662,10791307,1717,3565684,10675,35623845,6520,8155152,1704,4471731,959,4536404,5740,5016887,1329,3881265,580,1339219,3638,15673725,3461,4578917,785,2385822,523,2782797,2930,2964957,651,2197255,351,819181,1869,7693501,1430,1981721,298,796119,183,1240967,3570,2809344,211,936497,132,288622,675,2531331,724,963755,160,635133,165,743728,503,535359,136,689171,87,194215,442,2586810,383,494072,96,360434,71,336789,271,261929,94,252060,36,68644,224,974625,1239,2141138,379,1945740,326,2224016,1123,1152360,290,1625718,180,488780,981,4846628
106年03月,基隆市,42900,50377082,11398,29120364,4700,23939553,29284,26344108,8102,23146550,4263,8480221,22288,73323267,19835,23741137,5047,13738423,2418,12335577,17974,15334797,3966,12015915,1996,3777445,11721,41091248,6926,8750745,1530,4466870,962,5347389,6794,6104672,1419,4730396,670,1516622,4078,17059161,3645,4911798,706,2060436,551,3180926,3498,3542465,724,3142624,395,786460,2024,8453992,1448,1694995,243,612918,221,1307324,3972,3190233,246,679070,157,271861,784,3253344,763,1092509,160,683771,112,669927,574,594974,143,812348,95,178547,465,2944683,372,473303,105,413899,73,351719,316,298462,82,308690,40,187147,248,985777,1326,2287218,341,1481979,381,2867377,1245,1375243,352,2059224,192,479559,897,5617065
106年04月,基隆市,43758,54653630,14240,33775160,5322,34632712,30231,24916549,9788,24586400,5117,12251047,21169,71349822,20165,25012990,6103,15195757,2752,18558541,18794,15471046,4731,11886780,2381,5876650,10752,39571082,7058,9300269,1985,5300095,1146,7708699,7062,6312850,1613,5189676,844,2150023,3654,15384877,3769,4856591,921,2689205,580,3908050,3604,3425949,806,3115677,444,1024133,1909,9304836,1503,2101560,358,962470,245,1833620,4102,3186797,280,1239330,200,500060,702,3170534,733,1047918,221,847119,157,1312308,619,645615,181,831420,137,361379,384,2171443,415,586884,117,493829,69,589592,343,318789,115,407952,54,157672,189,1976498,1454,2606219,420,1588347,349,2878160,1312,1416184,323,2139607,224,542325,838,5079262
106年05月,基隆市,46030,57698364,14797,35790354,5090,28183730,30375,23681550,7544,27699778,5191,11061314,22524,77644277,20970,26621137,6326,15577755,2795,14503580,18686,15096665,3724,14636084,2445,5227248,11360,40547652,7526,9920654,1940,4937052,1123,5837726,7036,6025701,1267,6033856,883,1783738,4044,17790088,3933,5759132,935,2581179,595,3364603,3555,3351521,651,3896236,560,1239948,2092,9129184,1634,2238484,417,904617,187,880329,4299,3226672,264,1448452,239,478178,770,3198678,907,1339338,236,820051,155,808654,640,616958,158,1185096,204,469219,459,2082967,460,729170,136,435689,65,337247,340,336690,84,215425,85,191891,245,1248358,1441,2767026,470,2045147,350,2576088,1369,1453632,342,3445477,338,816613,940,4931673
106年06月,基隆市,45175,56787745,12720,30498641,4940,32654114,26897,20803312,6333,25900899,6213,12882245,22018,73457185,21169,27430029,5376,13060113,2677,18303842,16643,13309647,3278,12573462,2867,6064971,11237,36927113,7278,9882165,1744,4327733,1025,7560680,6155,5636395,1095,4902511,982,2303243,4026,16982900,3900,5360640,813,2123279,574,3873540,3172,2921940,609,3814080,639,1394599,1968,8701896,1498,2489106,330,818676,163,1240757,3906,2912689,193,1181055,241,485286,759,3319435,811,1077180,184,625456,150,1384791,542,501551,137,726679,190,390861,452,2117831,438,661253,96,342471,60,465625,272,244203,65,478189,85,224393,233,979753,1399,2627979,452,1843949,363,2946820,1174,1116883,303,2910972,443,1113616,915,5947605
106年07月,基隆市,51886,62359019,14284,32562339,6383,40232994,29761,23224570,7398,25100152,5719,10838519,22993,77210717,24686,30999197,6161,14929224,3607,25515309,18837,14987862,3750,13039016,2539,5359999,11875,42552007,8204,10066250,2033,5163162,1526,10648695,6639,5870468,1309,5225448,923,1990763,4092,18077373,4603,5874613,1025,2872456,800,5296989,3622,3182378,701,4030892,611,1311270,2085,8888495,1742,2655866,329,773171,271,1640143,4210,3155011,222,1608903,232,564952,737,3853814,906,1370401,224,779791,184,1582578,627,656290,141,858991,174,440322,472,2263509,454,537294,129,414355,100,802934,323,375577,57,510246,86,209894,262,1576959,1541,2324139,503,1888807,431,3379251,1319,1331616,341,3704262,356,1069681,954,5651254
106年08月,基隆市,54174,68121159,13841,31435693,6228,37009868,30246,24380238,7479,25944629,5491,11231097,22713,80600779,24718,32649340,5968,14355983,3580,20885775,19321,15056821,3746,12303008,2525,4955569,11631,44013057,8683,11187513,2106,5361923,1495,8226629,6894,5891410,1253,5086251,861,1838420,4126,19123956,4633,6277730,943,2378837,708,5150326,3585,3531205,646,3806452,531,1303747,1935,10355638,1741,2533977,325,740191,226,1671543,4222,3218634,209,1140142,241,492370,686,3444870,937,1376457,222,866239,181,1221904,584,556902,141,849389,139,273075,447,3082806,495,639115,122,349881,120,655232,296,292498,78,767671,72,156128,249,1297460,1673,3337477,424,1401722,423,2782158,1332,1292733,329,3382161,361,977978,1025,5512465
106年09月,基隆市,48152,60298246,11570,26782626,5043,27005401,27633,22080480,7271,23569287,4773,8879631,23312,79537670,21814,28214796,5012,12505115,2885,15358404,18190,14385721,3514,12315274,2208,4308350,12319,44603489,7754,10545327,1542,3776816,1091,5339990,6471,5329886,1241,5134398,752,1524494,4218,17413182,4195,5795458,725,2108120,605,3660991,3300,2894371,632,2754553,456,918541,2248,9224838,1505,2164315,317,712808,213,1580729,3923,3021350,254,1367979,153,278060,788,3613182,913,1532844,186,793742,177,1213862,540,558937,157,863082,163,337114,485,2736756,461,556794,94,371314,74,410866,252,267633,79,468216,56,152197,258,1352981,1535,3207221,325,1772008,324,2948011,1333,1455798,346,3147561,285,673006,984,6046942
103年04月,新竹市,155909,203546338,8987,24405647,8401,54277558,49052,49155169,17794,81404453,112258,350987247,26019,108415093,74594,94702993,4194,11888479,4988,33685049,25230,26744865,9537,46655117,45991,156452385,13165,73868283,27773,39656008,1290,3863017,2257,17475908,11129,12993063,3415,19112974,17352,60582494,5014,33869207,17303,23338357,713,1992783,1695,11987270,5923,7610704,2168,13299698,9962,36828381,3099,19809920,7799,14120419,239,935494,607,4142878,2271,2977255,704,5466913,4299,14729602,1125,7119663,7225,12960032,256,915224,672,6158306,1626,2070290,626,4364013,3658,14825664,945,7437183,3532,6125464,123,369927,314,2149540,974,1243667,358,2136969,2005,8317606,489,3263180,11816,21000731,463,1890203,1605,13624046,3449,5579775,1565,14119315,8194,34605676,2047,18406047
103年05月,新竹市,174613,230119055,10504,28292159,8750,50447657,52375,52879183,19716,95035775,128371,374667503,26790,116351682,82687,107276272,4918,13972710,5313,31019201,26789,28787622,10448,54373878,53400,170744012,13918,74681762,31436,43830553,1527,4108154,2311,13918561,11885,13846956,3707,22556912,20314,67505474,4981,29425229,19734,27750412,818,2853322,1827,12449729,6312,8284229,2324,16421504,11902,44168576,3396,21623678,9223,15880288,339,1099498,678,5193202,2330,3216622,807,5272287,5130,17374534,1244,7193587,8189,15415451,256,820483,628,4953657,1675,2231692,732,6762012,4213,14736717,1067,7864262,3891,7021302,136,360505,336,1894989,1093,1505640,389,2809748,2364,8945877,504,3891758,13142,23105582,527,2610981,1804,13821281,3610,5907192,1757,18791568,9060,40720672,2115,16922463
103年06月,新竹市,176454,222937208,10012,24285397,9309,59033398,52290,54464535,19495,94531354,121697,317557316,27293,110646389,84898,105845312,4747,12885127,5522,36611133,26331,27818787,10334,56993360,52029,147708271,13730,70685506,32616,44483074,1541,4079267,2416,16117212,11732,13509680,3956,26293010,19856,59166019,5307,33138302,20035,26166098,823,2380448,1911,12495902,6157,8081321,2373,18086290,11165,36089583,3332,20630313,9351,15307009,306,1005512,642,3740414,2414,2893750,747,5987199,5176,16103496,1280,7942319,8259,14806582,250,968706,662,4998476,1692,2556544,719,5787924,4044,12642267,1049,6064975,4341,7077303,136,403624,317,1902628,1136,1335513,438,3210279,2374,7724639,540,3484204,13679,21590558,513,2145282,1814,16327654,3636,5607602,1825,20727312,9181,35799041,2181,16147909
103年07月,新竹市,197146,247745071,10444,24711168,10125,68163145,53703,55102613,19742,98289510,128936,314325180,27770,112599539,93109,117409917,5137,13508165,6080,39493661,27390,29608679,10835,59468664,53497,139274969,14166,71241615,35133,47097259,1756,4699038,2956,19357309,12242,14642886,4049,26802305,20449,55650079,5353,29890107,21421,28590939,914,2683058,2002,14294565,6394,8836944,2508,18156160,11279,32887237,3494,21082935,9990,16157476,303,1405540,742,4498523,2614,3218935,891,6390795,5221,14448959,1336,8019394,9063,15887785,238,930087,702,5113887,1759,2343448,822,8021023,4321,12219328,1036,6151928,4639,7581609,132,368135,397,2901966,1145,1806111,413,3807039,2467,6917475,558,3661132,14468,23655605,481,2022363,1880,17561911,3681,5510893,1837,20828138,9299,32972611,2181,19140411
103年08月,新竹市,200673,264291277,10735,25421959,10056,59962035,54457,53277167,21299,92205374,134979,332079570,26131,101114856,97401,127791450,5311,13538664,6163,39038964,28117,28722486,11253,54862962,56521,149833356,13698,63577296,36880,52026980,1693,4378346,2878,16588525,12666,14111764,4146,23361531,21258,57552053,5076,27214205,22415,31056135,905,2349775,1943,14001752,6552,8168618,2557,15091649,12453,36806679,3376,19644395,10148,18199838,338,1224479,772,5674644,2649,3340647,945,6013501,5487,16308133,1273,7268227,9167,16037066,293,818394,757,5424419,1847,2573547,803,5208316,4367,13272457,1057,6089495,4576,7587624,143,368268,341,2951896,1151,1568756,433,2415043,2415,7360840,560,2886194,14965,25413893,596,2194057,1887,12730482,3789,5945381,1898,18574669,9732,32372164,2159,15878185
103年09月,新竹市,182817,242165412,9412,23982187,8253,50768626,52041,50018395,19837,87760215,105786,298911419,25771,111671554,87101,112816224,4514,12049325,5030,31000096,26628,26604816,10534,50376321,42665,127574844,13032,66734788,33365,46969486,1305,4023330,2274,15096659,11918,13349699,3765,20541216,16542,49730877,4891,28266203,20173,28014671,782,2408055,1747,12437178,6375,7646883,2412,13301725,9334,29585213,3261,19739339,9549,16355235,289,1135346,669,4659892,2419,2953586,858,5563311,4316,13911567,1243,7220943,8821,16006958,237,718130,615,4954012,1748,1938531,715,4562795,3570,10972007,1022,6897183,4266,7888803,127,433314,329,2031059,1089,1243017,405,2297823,1986,6346284,467,3242765,14132,23540207,512,2284895,1652,13029500,3604,5565581,1786,16799185,7746,28247861,2025,18443883
103年10月,新竹市,179231,231565501,9798,26076730,8538,51452828,53502,48722600,20414,92116444,153097,554815942,27171,121336053,84137,107114036,4509,12980274,4834,28540845,27596,25896913,10757,52317315,58311,226237551,14133,78576252,32497,44825606,1441,4157893,2327,13905555,12409,12249124,3936,21424766,21555,81309751,5216,34366002,20188,27094455,749,2543300,1772,11499047,6558,7494951,2430,14136269,12115,51754764,3333,20638541,9551,16131213,292,1207306,695,3886410,2581,2826369,849,5546419,5344,21736087,1259,7794503,8561,15478284,213,684696,602,4358812,1828,2401527,744,5570683,4350,16703724,1077,6639971,4204,7218341,116,305969,329,2505765,1159,1279524,451,2833758,2398,11112694,552,3545490,13585,23400452,487,2273234,1687,14784178,3641,5257953,1795,18487641,9732,49372512,2197,19653103
103年11月,新竹市,178758,244585187,9701,28154257,8973,55707415,51982,45977225,19148,81560179,144530,463472582,25691,113603405,84321,111916326,4534,13928560,5363,33919655,26647,25419112,10229,48540853,62154,219029409,13134,69561391,33056,47974892,1497,4777575,2410,17882982,11853,12049420,3780,18446562,22439,77019392,4956,29473212,20153,29136680,814,2860704,1817,13515538,6341,7126602,2414,12128632,12850,52019550,3005,18211935,9802,19551108,303,1254119,751,4837221,2496,3218416,834,4741756,5722,22955973,1252,8265833,8623,16420448,227,984088,648,4658480,1749,2251582,747,4587417,4435,16257705,1035,6906104,4349,8094995,137,532237,377,3013724,1120,1187654,467,2817587,2567,10694159,522,3796772,13845,23860446,482,2270056,1704,18145717,3549,5198852,1844,14845112,9861,47259847,2072,19822805
103年12月,新竹市,203881,282143770,10472,30656738,8890,60704283,54574,46181358,21436,94971971,229715,776573948,28953,128383615,95062,128646488,4752,15028093,5263,35861449,27862,25922584,11574,54202874,92729,335064035,14996,84177989,36975,55846909,1511,5238087,2269,16134173,12630,12900289,4204,21225599,33127,124613022,5844,39713937,22534,33335964,834,3383557,1875,14557092,6777,7639996,2586,14262284,19519,79500637,3805,24060848,10478,20769413,325,1191091,724,5595637,2635,3401436,938,6102585,8555,33565164,1408,9688926,9574,19678781,250,953813,686,5917713,1843,1797705,790,4690614,7018,28440785,1147,7316979,4637,8870466,151,578424,369,2629677,1207,1458068,476,3003370,3902,17132504,571,3796943,15536,29348021,586,2785484,1815,13994635,3986,5370770,2061,19902124,15364,73737967,2387,20827311
104年01月,新竹市,185228,268560920,10363,31378228,9826,68497205,52332,40200920,21903,97689581,125191,347703361,26249,119134036,87613,124583885,4995,15995758,5820,38135328,26997,22378419,11800,58750249,51449,153032324,13286,72693729,33949,53842711,1639,5835080,2552,19052614,12277,10725806,4199,22604606,19478,59496792,5073,30309023,20836,32122394,829,3422147,1969,16401766,6611,6717284,2651,17829876,11614,37754977,3249,22635318,10133,19157109,303,1218295,771,5798991,2473,2573098,926,6900332,5229,16124512,1280,9132132,8983,18831353,282,1233931,669,4831272,1726,1444544,834,5538901,4094,13210766,945,6156491,4434,8610056,137,398797,353,2715917,1190,1260645,448,3040191,2393,7759034,619,4849740,14233,26824300,514,2455456,1907,15210345,3793,4693102,1958,18278457,9323,35848741,2192,19802938
104年02月,新竹市,174839,280330550,11680,33595677,9176,57623736,50713,38844386,20371,85482486,142876,428100516,22474,102512608,83650,130209687,5823,17493193,5494,35322220,25600,20781774,10550,48386236,57392,180390477,11869,63058786,33113,56247644,1824,5718421,2476,16840203,11724,10127592,3941,18917728,22189,71941173,4642,26480326,20030,33086553,959,3244422,1753,12511474,6263,6314026,2452,13156679,12649,43427488,2861,18404572,9313,18965245,323,1228368,707,4502175,2569,2136596,847,5216224,5518,19102640,1125,7572220,8740,19998100,295,905149,702,5608481,1770,1891210,775,4513705,4719,16117020,923,5749117,4351,9413133,151,379104,319,2755662,1097,944876,455,2943195,2597,8556309,418,3145672,13509,28186822,573,2287012,1807,14528968,3557,4208919,1702,19333358,9959,40101352,1902,15976061
104年03月,新竹市,168243,229917956,9020,23576907,8379,50338677,57074,43884474,21522,97352988,103612,297236444,25006,110811560,79451,107108391,4135,12372797,4751,28400382,28360,23876926,11461,55113767,40650,127590312,12835,64503620,31490,45954040,1410,4456399,2190,14325213,12955,10973042,4233,23772775,16280,52243797,4902,27923036,19324,26820348,723,2189315,1647,11963502,6922,6573116,2550,15286602,9121,31324854,3062,18873723,9217,16513489,294,894830,746,5367679,2692,2458092,922,6340234,4199,14695336,1252,8890307,8533,15885158,243,795236,639,4269870,1918,2047962,827,5198944,3402,12689459,1047,7514150,4260,8115343,159,459392,339,2516145,1223,1545222,435,2149125,2038,7716684,542,3794836,13128,23665645,464,2027862,1748,15869155,3969,5392912,1953,16952366,7742,31063682,2005,18392630
